bin.chrom	bin.start	bin.end	bin.length	gene.count	cgi.count	dist.telomere	gc.content
chr1	865428	919082	53655	4	6	865428	0.6422886963
chr1	919083	977835	58753	3	8	919083	0.604071281466
chr1	977836	1033647	55812	1	16	977836	0.636780620655
chr1	1033648	1091337	57690	0	4	1033648	0.579684520714
chr1	1091338	1146782	55445	6	9	1091338	0.610587068266
chr1	1146783	1200862	54080	4	12	1146783	0.621930473373
chr1	1200863	1257392	56530	4	6	1200863	0.624588713957
chr1	1257393	1312092	54700	5	10	1257393	0.630255941499
chr1	1312093	1371963	59871	6	7	1312093	0.552588064338
chr1	1371964	1455237	83274	3	10	1371964	0.57396065999
chr1	1455238	1518265	63028	2	11	1455238	0.563527321191
chr1	1518266	1594265	76000	5	10	1518266	0.579565789474
chr1	1699329	1758056	58728	1	2	1699329	0.482802070563
chr1	1758057	1818991	60935	0	0	1758057	0.462082546976
chr1	1818992	1876561	57570	2	6	1818992	0.58434948758
chr1	1876562	1934727	58166	1	4	1876562	0.547175325792
chr1	1934728	1989902	55175	2	9	1934728	0.580353420933
chr1	1989903	2043906	54004	0	5	1989903	0.569865195171
chr1	2043907	2101293	57387	0	5	2043907	0.547580462474
chr1	2101294	2156892	55599	2	5	2101294	0.592114966097
chr1	2156893	2211809	54917	1	1	2156893	0.571243877124
chr1	2211810	2264921	53112	1	10	2211810	0.618428980268
chr1	2264922	2319737	54816	1	4	2264922	0.562791885581
chr1	2319738	2372174	52437	2	7	2319738	0.586494269314
chr1	2372175	2422700	50526	1	6	2372175	0.643866524166
chr1	2422701	2473327	50627	2	13	2422701	0.6316985008
chr1	2473328	2530819	57492	5	3	2473328	0.603266541432
chr1	2530820	2584409	53590	0	3	2530820	0.550569136033
chr1	2734371	2786845	52475	0	2	2734371	0.560609814197
chr1	2786846	2837380	50535	0	1	2786846	0.599525081627
chr1	2837381	2889532	52152	0	5	2837381	0.55071713453
chr1	2889533	2941980	52448	1	3	2889533	0.546426937157
chr1	2941981	2992973	50993	2	3	2941981	0.553134743984
chr1	2992974	3043910	50937	0	4	2992974	0.595127314133
chr1	3043911	3095868	51958	1	4	3043911	0.572924284999
chr1	3095869	3146713	50845	0	3	3095869	0.569672534172
chr1	3146714	3199250	52537	0	7	3146714	0.564992291147
chr1	3199251	3251512	52262	0	2	3199251	0.568003520723
chr1	3251513	3303025	51513	0	1	3251513	0.573544542154
chr1	3303026	3353562	50537	0	8	3303026	0.579674298039
chr1	3353563	3405584	52022	2	2	3353563	0.574084041367
chr1	3405585	3456461	50877	0	5	3405585	0.634707235096
chr1	3456462	3509427	52966	1	2	3456462	0.618019106597
chr1	3509428	3562165	52738	2	6	3509428	0.578387500474
chr1	3562166	3615144	52979	1	2	3562166	0.573812265237
chr1	3615145	3667838	52694	1	4	3615145	0.589099328197
chr1	3667839	3724767	56929	3	3	3667839	0.541534191712
chr1	3724768	3780323	55556	2	3	3724768	0.485312117503
chr1	3780324	3836804	56481	2	4	3780324	0.528620243976
chr1	4039452	4093213	53762	0	0	4039452	0.497767940181
chr1	4093214	4151406	58193	0	0	4093214	0.501864485419
chr1	4151407	4205884	54478	0	1	4151407	0.494658394214
chr1	4205885	4263809	57925	0	1	4205885	0.471178247734
chr1	4263810	4320242	56433	0	0	4263810	0.443729732603
chr1	4320243	4372508	52266	0	0	4320243	0.466670493246
chr1	4372509	4426009	53501	0	0	4372509	0.506551279415
chr1	4426010	4478015	52006	1	0	4426010	0.461850555705
chr1	4478016	4530507	52492	0	0	4478016	0.476682161091
chr1	4530508	4582449	51942	0	0	4530508	0.494936660121
chr1	4582450	4634872	52423	0	0	4582450	0.441428380673
chr1	4634873	4689379	54507	0	0	4634873	0.48815748436
chr1	4689380	4741812	52433	1	2	4689380	0.514180001144
chr1	4741813	4793865	52053	0	1	4741813	0.542735289032
chr1	4793866	4845283	51418	0	1	4793866	0.516531175853
chr1	4845284	4897162	51879	0	0	4845284	0.442433354537
chr1	4897163	4957104	59942	0	0	4897163	0.435621100397
chr1	4957105	5009809	52705	0	0	4957105	0.464453087942
chr1	5009810	5061254	51445	0	0	5009810	0.456098746234
chr1	5061255	5118840	57586	0	0	5061255	0.422880561248
chr1	5118841	5171932	53092	0	0	5118841	0.388363595269
chr1	5171933	5227839	55907	0	0	5171933	0.456794319137
chr1	5227840	5280903	53064	0	0	5227840	0.416176692296
chr1	5280904	5333263	52360	0	0	5280904	0.454220779221
chr1	5333264	5385944	52681	0	0	5333264	0.470093582126
chr1	5385945	5438635	52691	0	0	5385945	0.467859786301
chr1	5438636	5489527	50892	0	0	5438636	0.488839110273
chr1	5489528	5541306	51779	0	0	5489528	0.489406902412
chr1	5541307	5593694	52388	0	0	5541307	0.497881194167
chr1	5593695	5646410	52716	0	0	5593695	0.431538811746
chr1	5646411	5699276	52866	0	0	5646411	0.445011916922
chr1	5699277	5754660	55384	0	0	5699277	0.495016611296
chr1	5754661	5808708	54048	0	2	5754661	0.506993783304
chr1	5808709	5862660	53952	0	0	5808709	0.509174822064
chr1	5862661	5916938	54278	0	0	5862661	0.522826928037
chr1	5916939	5968690	51752	1	2	5916939	0.532211315505
chr1	5968691	6021203	52513	0	0	5968691	0.474149258279
chr1	6021204	6073585	52382	1	1	6021204	0.539001947234
chr1	6073586	6128140	54555	0	2	6073586	0.539143983136
chr1	6128141	6180708	52568	1	1	6128141	0.557240146096
chr1	6180709	6234129	53421	0	4	6180709	0.579079388256
chr1	6234130	6292611	58482	3	5	6234130	0.522314558326
chr1	6292612	6345206	52595	3	8	6292612	0.592489780397
chr1	6345207	6402788	57582	0	0	6345207	0.532874856726
chr1	6402789	6465085	62297	0	1	6402789	0.525354350932
chr1	6465086	6528720	63635	5	8	6465086	0.581818181818
chr1	6528721	6584378	55658	1	4	6528721	0.577006000934
chr1	6584379	6646101	61723	2	2	6584379	0.505954020381
chr1	6646102	6701962	55861	4	5	6646102	0.544691287302
chr1	6701963	6759913	57951	0	0	6701963	0.456264775414
chr1	6759914	6821938	62025	0	1	6759914	0.472744860943
chr1	6821939	6877286	55348	1	1	6821939	0.442400809424
chr1	6877287	6930937	53651	0	0	6877287	0.403683062757
chr1	6930938	6983037	52100	0	0	6930938	0.448119001919
chr1	6983038	7035522	52485	0	1	6983038	0.500790702105
chr1	7035523	7088625	53103	0	0	7035523	0.479558593676
chr1	7088626	7141151	52526	0	1	7088626	0.473346533145
chr1	7141152	7194329	53178	0	0	7141152	0.483094512768
chr1	7194330	7248118	53789	0	0	7194330	0.454237855324
chr1	7248119	7301990	53872	0	0	7248119	0.447486634987
chr1	7301991	7355414	53424	0	0	7301991	0.443826744534
chr1	7355415	7407623	52209	0	0	7355415	0.442624834799
chr1	7407624	7461187	53564	0	0	7407624	0.484840564558
chr1	7461188	7517989	56802	0	0	7461188	0.526918066265
chr1	7517990	7569545	51556	0	0	7517990	0.544223756692
chr1	7569546	7622683	53138	0	0	7569546	0.523335466145
chr1	7622684	7681357	58674	0	0	7622684	0.519258956267
chr1	7681358	7733632	52275	0	1	7681358	0.558507890961
chr1	7733633	7786637	53005	0	2	7733633	0.505499481181
chr1	7786638	7841260	54623	1	1	7786638	0.41951192721
chr1	7841261	7895828	54568	1	3	7841261	0.415499926697
chr1	7895829	7952694	56866	1	0	7895829	0.445872753491
chr1	7952695	8011765	59071	1	1	7952695	0.442162821012
chr1	8011766	8072428	60663	2	2	8011766	0.462093862816
chr1	8072429	8130106	57678	0	1	8072429	0.42706057769
chr1	8130107	8187516	57410	0	0	8130107	0.435899669047
chr1	8187517	8246643	59127	0	0	8187517	0.4614473929
chr1	8246644	8306736	60093	0	2	8246644	0.488442913484
chr1	8306737	8368538	61802	0	0	8306737	0.461133943885
chr1	8368539	8423408	54870	2	7	8368539	0.534317477675
chr1	8423409	8477132	53724	0	0	8423409	0.444531308168
chr1	8477133	8531462	54330	0	1	8477133	0.440161973127
chr1	8531463	8588871	57409	0	0	8531463	0.419394171646
chr1	8588872	8643094	54223	0	0	8588872	0.391254633643
chr1	8643095	8702744	59650	0	0	8643095	0.398507963118
chr1	8702745	8759015	56271	0	0	8702745	0.404684473352
chr1	8759016	8814628	55613	0	1	8759016	0.407296855052
chr1	8814629	8873156	58528	0	0	8814629	0.416894477857
chr1	8873157	8932602	59446	1	2	8873157	0.47493523534
chr1	8932603	8997861	65259	0	1	8932603	0.47792641628
chr1	8997862	9058862	61001	1	0	8997862	0.477828232324
chr1	9058863	9116094	57232	2	1	9058863	0.496173469388
chr1	9116095	9175356	59262	1	1	9116095	0.491579764436
chr1	9175357	9234461	59105	1	1	9175357	0.493410032992
chr1	9234462	9291636	57175	0	2	9234462	0.498452120682
chr1	9291637	9344867	53231	1	3	9291637	0.525689917529
chr1	9344868	9398766	53899	1	0	9344868	0.530733408783
chr1	9398767	9453049	54283	0	2	9398767	0.543282427279
chr1	9453050	9510436	57387	0	1	9453050	0.505793995156
chr1	9510437	9571655	61219	0	1	9510437	0.493392574201
chr1	9571656	9637132	65477	1	1	9571656	0.46859202468
chr1	9637133	9694966	57834	1	3	9637133	0.547584465885
chr1	9694967	9755954	60988	2	2	9694967	0.50336131698
chr1	9755955	9814156	58202	1	3	9755955	0.512164530429
chr1	9814157	9876919	62763	0	1	9814157	0.463967624237
chr1	9876920	9934062	57143	1	1	9876920	0.518891202772
chr1	9934063	9995512	61450	1	2	9934063	0.48276647681
chr1	9995513	10063072	67560	2	2	9995513	0.467939609236
chr1	10063073	10128872	65800	1	1	10063073	0.465577507599
chr1	10128873	10187900	59028	0	0	10128873	0.426407806465
chr1	10187901	10249224	61324	0	0	10187901	0.440904050616
chr1	10249225	10312561	63337	1	1	10249225	0.447384625101
chr1	10312562	10368429	55868	0	0	10312562	0.398474976731
chr1	10368430	10425794	57365	0	1	10368430	0.41872221738
chr1	10425795	10488203	62409	1	1	10425795	0.476341553302
chr1	10488204	10550781	62578	5	3	10488204	0.476077854837
chr1	10550782	10604531	53750	0	0	10550782	0.450437209302
chr1	10604532	10661526	56995	0	0	10604532	0.420598298096
chr1	10661527	10713329	51803	1	4	10661527	0.545296604444
chr1	10713330	10763531	50202	0	7	10713330	0.594557985738
chr1	10763532	10816519	52988	0	1	10763532	0.556088170907
chr1	10816520	10868839	52320	0	1	10816520	0.522821100917
chr1	10868840	10922937	54098	0	1	10868840	0.532884764686
chr1	10922938	10977431	54494	0	0	10922938	0.525323888868
chr1	10977432	11035650	58219	1	0	10977432	0.515604871262
chr1	11035651	11100662	65012	2	1	11035651	0.467867470621
chr1	11100663	11162464	61802	2	2	11100663	0.50029125271
chr1	11162465	11218939	56475	1	0	11162465	0.452111553785
chr1	11218940	11278669	59730	1	0	11218940	0.440984429935
chr1	11278670	11338927	60258	1	2	11278670	0.451840419529
chr1	11338928	11397166	58239	0	0	11338928	0.511375538728
chr1	11397167	11454252	57086	0	0	11397167	0.503678660267
chr1	11454253	11510736	56484	0	0	11454253	0.495591671978
chr1	11510737	11563057	52321	1	2	11510737	0.528124462453
chr1	11563058	11616762	53705	0	2	11563058	0.513527604506
chr1	11616763	11670981	54219	0	0	11616763	0.501152732437
chr1	11670982	11726875	55894	3	4	11670982	0.530629405661
chr1	11726876	11784383	57508	2	3	11726876	0.537664324963
chr1	11784384	11840951	56568	1	2	11784384	0.530618017254
chr1	11840952	11896295	55344	2	1	11840952	0.50258383926
chr1	11896296	11952066	55771	3	2	11896296	0.515500887558
chr1	11952067	12015124	63058	2	2	11952067	0.516143867551
chr1	12015125	12074813	59689	1	1	12015125	0.51867178207
chr1	12074814	12134033	59220	2	2	12074814	0.524383654171
chr1	12134034	12192984	58951	0	0	12134034	0.496768502655
chr1	12192985	12246873	53889	1	1	12192985	0.536083430756
chr1	12246874	12304089	57216	1	3	12246874	0.505942393736
chr1	12304090	12359569	55480	0	0	12304090	0.415573179524
chr1	12359570	12414425	54856	0	0	12359570	0.411823683827
chr1	12414426	12470855	56430	0	0	12414426	0.409817472975
chr1	12470856	12523652	52797	0	0	12470856	0.422580828456
chr1	12523653	12576093	52441	2	0	12523653	0.452508533399
chr1	12576094	12633366	57273	1	1	12576094	0.501335707925
chr1	12633367	12687496	54130	0	2	12633367	0.514280435987
chr1	12687497	12745450	57954	1	0	12687497	0.466438899817
chr1	12745451	12804212	58762	1	0	12745451	0.430329124264
chr1	13824109	13881621	57513	0	2	13824109	0.483838436527
chr1	13881622	13942334	60713	1	2	13881622	0.45328018711
chr1	13942335	14004077	61743	0	0	13942335	0.440568161573
chr1	14004078	14058837	54760	1	1	14004078	0.412910883857
chr1	14058838	14110989	52152	0	1	14058838	0.411681239454
chr1	14110990	14163784	52795	0	0	14110990	0.485311109007
chr1	14163785	14220484	56700	0	1	14163785	0.423527336861
chr1	14220485	14274363	53879	0	0	14220485	0.43727611871
chr1	14274364	14330017	55654	0	0	14274364	0.426923491573
chr1	14330018	14384213	54196	0	0	14330018	0.422780278987
chr1	14384214	14436688	52475	0	0	14384214	0.429385421629
chr1	14436689	14490646	53958	0	0	14436689	0.434393417102
chr1	14490647	14543325	52679	0	0	14490647	0.416807456482
chr1	14543326	14596379	53054	0	0	14543326	0.40897953029
chr1	14596380	14650805	54426	0	0	14596380	0.416198140595
chr1	14650806	14707915	57110	0	0	14650806	0.428226230082
chr1	14707916	14766827	58912	0	0	14707916	0.429759641499
chr1	14766828	14820456	53629	0	0	14766828	0.430979507356
chr1	14820457	14874337	53881	0	0	14820457	0.43551530224
chr1	14874338	14927649	53312	1	1	14874338	0.454400510204
chr1	14927650	14980605	52956	0	0	14927650	0.44808897953
chr1	14980606	15033583	52978	0	0	14980606	0.465834874854
chr1	15033584	15086148	52565	0	0	15033584	0.474269951489
chr1	15086149	15140108	53960	0	1	15086149	0.484117865085
chr1	15140109	15193698	53590	0	0	15140109	0.483784288113
chr1	15193699	15249493	55795	0	0	15193699	0.486584819428
chr1	15249494	15303906	54413	0	1	15249494	0.519012000809
chr1	15303907	15360111	56205	0	0	15303907	0.518459211814
chr1	15360112	15414162	54051	0	1	15360112	0.517122717434
chr1	15414163	15467418	53256	1	0	15414163	0.499868559411
chr1	15467419	15522385	54967	1	1	15467419	0.485873342187
chr1	15522386	15576421	54036	1	2	15522386	0.470371604116
chr1	15576422	15633594	57173	0	0	15576422	0.450195022126
chr1	15633595	15687618	54024	0	0	15633595	0.484469865245
chr1	15687619	15743198	55580	1	1	15687619	0.504264123786
chr1	15743199	15803183	59985	3	0	15743199	0.512494790364
chr1	15803184	15862193	59010	2	3	15803184	0.474766988646
chr1	15862194	15923418	61225	1	1	15862194	0.45252756227
chr1	15923419	15983257	59839	1	2	15923419	0.444676548739
chr1	15983258	16043034	59777	2	1	15983258	0.470348127206
chr1	16043035	16100191	57157	3	5	16043035	0.568661756215
chr1	16100192	16167796	67605	2	2	16100192	0.491753568523
chr1	16167797	16228898	61102	1	2	16167797	0.430149585938
chr1	16228899	16282753	53855	1	3	16228899	0.475090520843
chr1	16282754	16339681	56928	1	1	16282754	0.487405143339
chr1	16339682	16402508	62827	4	1	16339682	0.590048864342
chr1	16402509	16460783	58275	1	0	16402509	0.533213213213
chr1	16460784	16515779	54996	0	4	16460784	0.554240308386
chr1	16515780	16570981	55202	2	4	16515780	0.536447954784
chr1	16570982	16630302	59321	1	0	16570982	0.440484819878
chr1	16630303	16695949	65647	1	2	16630303	0.449114201715
chr1	16695950	16755896	59947	1	0	16695950	0.499024137989
chr1	17257431	17322923	65493	2	4	17257431	0.565678774831
chr1	17322924	17379514	56591	1	2	17322924	0.47594140411
chr1	17379515	17435203	55689	1	1	17379515	0.507784302106
chr1	17435204	17489772	54569	0	2	17435204	0.487382946361
chr1	17489773	17543524	53752	1	0	17489773	0.49395371335
chr1	17543525	17596820	53296	1	0	17543525	0.520864605224
chr1	17596821	17653171	56351	1	0	17596821	0.483718123902
chr1	17653172	17710912	57741	1	0	17653172	0.502866247554
chr1	17710913	17766646	55734	1	3	17710913	0.524509276205
chr1	17766647	17836606	69960	0	0	17766647	0.48640651801
chr1	17836607	17893938	57332	1	1	17836607	0.515017791111
chr1	17893939	17946668	52730	0	0	17893939	0.544661483027
chr1	17946669	17998481	51813	0	1	17946669	0.555960859244
chr1	17998482	18051044	52563	0	1	17998482	0.531229191637
chr1	18051045	18103597	52553	1	0	18051045	0.509352463228
chr1	18103598	18157076	53479	0	1	18103598	0.466743955571
chr1	18157077	18209856	52780	0	0	18157077	0.496191739295
chr1	18209857	18261422	51566	0	0	18209857	0.485494317961
chr1	18261423	18314264	52842	0	0	18261423	0.477915294652
chr1	18314265	18366273	52009	0	0	18314265	0.480570670461
chr1	18366274	18418111	51838	0	0	18366274	0.488792005864
chr1	18418112	18470624	52513	1	3	18418112	0.508845428751
chr1	18470625	18522875	52251	0	0	18470625	0.501081319018
chr1	18522876	18574327	51452	0	0	18522876	0.485598227474
chr1	18574328	18625925	51598	0	0	18574328	0.50286832823
chr1	18625926	18677003	51078	0	0	18625926	0.496985003328
chr1	18677004	18728471	51468	0	2	18677004	0.49522033108
chr1	18728472	18781395	52924	0	0	18728472	0.462814602071
chr1	18781396	18834912	53517	1	1	18781396	0.476073023525
chr1	18834913	18887270	52358	0	0	18834913	0.467550326598
chr1	18887271	18942362	55092	0	0	18887271	0.491160241051
chr1	18942363	18994319	51957	1	7	18942363	0.516811979137
chr1	18994320	19047906	53587	0	1	18994320	0.522122902943
chr1	19047907	19099909	52003	0	0	19047907	0.488067996077
chr1	19099910	19153081	53172	0	1	19099910	0.508105769954
chr1	19153082	19204686	51605	2	2	19153082	0.517120434066
chr1	19204687	19257199	52513	1	2	19204687	0.543065526632
chr1	19257200	19309939	52740	0	1	19257200	0.503488813045
chr1	19309940	19364892	54953	0	0	19309940	0.463104835041
chr1	19364893	19417966	53074	1	0	19364893	0.527885593699
chr1	19417967	19469167	51201	0	0	19417967	0.44196402414
chr1	19469168	19521833	52666	0	0	19469168	0.418087570729
chr1	19521834	19577977	56144	1	2	19521834	0.449380165289
chr1	19577978	19638653	60676	5	3	19577978	0.493555936449
chr1	19638654	19692839	54186	2	1	19638654	0.537777285646
chr1	19692840	19745209	52370	0	0	19692840	0.496486538094
chr1	19745210	19799075	53866	0	0	19745210	0.466732261538
chr1	19799076	19857290	58215	0	1	19799076	0.46761144035
chr1	19857291	19920720	63430	0	0	19857291	0.452262336434
chr1	19920721	19977211	56491	3	2	19920721	0.462109008515
chr1	19977212	20033344	56133	2	2	19977212	0.526125452051
chr1	20033345	20088465	55121	0	0	20033345	0.483590646033
chr1	20088466	20144327	55862	1	1	20088466	0.486072822312
chr1	20144328	20203236	58909	0	0	20144328	0.424230592948
chr1	20203237	20257153	53917	2	1	20203237	0.444720589054
chr1	20257154	20313147	55994	1	0	20257154	0.461620887952
chr1	20313148	20378946	65799	0	0	20313148	0.405006155109
chr1	20378947	20432909	53963	1	0	20378947	0.464818486741
chr1	20432910	20488278	55369	2	0	20432910	0.498293268797
chr1	20488279	20539896	51618	2	1	20488279	0.490797783719
chr1	20539897	20593918	54022	0	1	20539897	0.446540298397
chr1	20593919	20645855	51937	1	0	20593919	0.500433217167
chr1	20645856	20698261	52406	1	2	20645856	0.50143113384
